1683.3571114639135 87658.87864364157
1683.3585003766575 87558.2920749019
1683.3598892896348 87655.08116126173
1683.3612782023783 87622.7773160755
1683.3626671151217 87627.7784944211
1683.3640560280987 87681.3804674155
1683.3654449408427 87482.54247155656
1683.3668338535872 87743.33256172223
1683.3682227663312 87676.13076122013
1683.3696116793076 87652.9884728139
1683.3710005920511 87699.40975473302
1683.3723895047951 87678.6248034361
1683.3737784175396 87625.29310628357
1683.3751673302836 87854.47222903807
1683.376556243028 87849.36003970972
1683.377945155772 87855.46662041754
1683.3793340685156 87849.11430481008
1683.3807229812599 87887.27365340426
1683.3821118940045 87886.6728667717
1683.383500806748 87874.17282405145
1683.3848897194916 87975.9858717366
1683.386278632236 88061.12898756568
1683.3876675449796 88001.79100701734
1683.3890564577237 87973.74672491121
1683.3904453704686 88108.32568438028
1683.3918342829793 88106.2872136975
1683.3932231957228 88093.61734831262
1683.3946121084668 88025.88823188638
1683.3960010212104 88153.85972523966
1683.397389933722 88209.73725263626
1683.3987788464667 88147.05465947221
1683.40016775921 88197.51798724203
1683.4015566717208 88252.98207841213
1683.4029455844652 88258.16936746439
1683.404334496976 88253.14646527042
1683.40572340972 88290.31639542672
1683.407112322232 88330.4342382354
1683.4085012349756 88368.7712395358
1683.4098901474863 88381.15389122
1683.4112790602303 88434.04991226784
1683.4126679727424 88362.49795305266
1683.414056885254 88477.26388445513
1683.4154457979976 88533.96582019942
1683.4168347105087 88469.14445163452
1683.4182236230195 88436.59901790383
1683.419612535763 88364.32482509041
1683.421001448275 88531.3726402928
1683.4223903607863 88493.66903151148
1683.423779273297 88444.35231996531
1683.4251681858084 88505.00697410287
1683.4265570983189 88037.76877895356
1683.4279460110624 87965.20343596836
1683.4293349235745 88011.28653705344
1683.4307238360861 88001.19983315901
1683.4321127485969 87993.92904018116
1683.433501661108 88015.23261538267
1683.4348905736188 88053.41522133339
1683.43627948613 88105.42150358474
1683.437668398642 88037.18768193857
1683.4390573111527 87991.89158029601
1683.4404462236635 88032.81203260056
1683.4418351359423 88067.38360035338
1683.4432240484534 88069.25130016798
1683.4446129609646 88049.28625160665
1683.4460018734762 88043.31228131155
1683.4473907859874 88097.87158140677
1683.4487796982653 88098.23255589177
1683.450168610776 88109.33517762061
1683.4515575232874 88152.98632590263
1683.4529464357988 88109.91451945246
1683.4543353480772 88071.7308878026
1683.4557242605888 88048.51515541735
1683.4571131728667 88097.5500407196
1683.4585020853774 87988.07131159103
1683.4598909978886 87996.90843467778
1683.461279910167 88135.27368319314
1683.4626688226786 88071.62155726146
1683.464057734957 88145.50818324462
1683.4654466474676 88091.89605679855
1683.4668355597455 88108.25562743636
1683.4682244722576 88093.23722841025
1683.4696133845362 88094.06172340084
1683.4710022968138 88097.3877459418
1683.4723912093255 88078.8351679249
1683.4737801216038 88042.56325553503
1683.4751690338817 88038.17696699496
1683.4765579463933 88014.73479448713
1683.4779468586723 88027.3034810269
1683.47933577095 87959.02837780793
1683.480724683228 88062.02409496308
1683.4821135957395 87988.48391212655
1683.4835025080174 88041.45324069275
1683.4848914202958 87974.36872627147
1683.486280332575 87924.96452123362
1683.487669244853 87968.33481434872
1683.4890581571308 87910.59792015333
1683.4904470694091 87855.98224203581
1683.4918359819198 87821.80286021666
1683.4932248941986 87876.68030022486
1683.494613806478 87885.6655615772
1683.4960027187556 87839.02138336496
1683.4973916310332 87911.10507687803
1683.4987805430792 87886.96229229882
1683.5001694553575 87775.45203768568
1683.5015583676363 87769.80137628417
1683.5029472799147 87746.46481761785
1683.5043361921935 87664.99151553698
1683.5057251044711 87776.12684048581
1683.5071140167488 87785.4920751912
